campus_id,parking_lot_id,occupied_spaces,available_spaces,occupancy_percentage,predicted_occupancy,status,observation_timestamp,ingestion_timestamp,source,provenance
vitap,vitap-lot-academic-main,74,34,0.6852,"{""t_15min"": 77, ""t_30min"": 81, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,86,76,0.5309,"{""t_15min"": 90, ""t_30min"": 94, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,33,39,0.4583,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,32,58,0.3556,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,71,37,0.6574,"{""t_15min"": 74, ""t_30min"": 78, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,84,78,0.5185,"{""t_15min"": 88, ""t_30min"": 92, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,32,40,0.4444,"{""t_15min"": 33, ""t_30min"": 35, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,33,57,0.3667,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,72,36,0.6667,"{""t_15min"": 75, ""t_30min"": 79, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,86,76,0.5309,"{""t_15min"": 90, ""t_30min"": 94, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,31,41,0.4306,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,33,57,0.3667,"{""t_15min"": 34, ""t_30min"": 36, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,10,44,0.1852,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T16:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,66,42,0.6111,"{""t_15min"": 69, ""t_30min"": 72, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,79,83,0.4877,"{""t_15min"": 82, ""t_30min"": 86, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,27,45,0.375,"{""t_15min"": 28, ""t_30min"": 29, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,28,62,0.3111,"{""t_15min"": 29, ""t_30min"": 30, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,9,45,0.1667,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,63,45,0.5833,"{""t_15min"": 66, ""t_30min"": 69, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,73,89,0.4506,"{""t_15min"": 76, ""t_30min"": 80, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,26,46,0.3611,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,27,63,0.3,"{""t_15min"": 28, ""t_30min"": 29, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,63,45,0.5833,"{""t_15min"": 66, ""t_30min"": 69, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,75,87,0.463,"{""t_15min"": 78, ""t_30min"": 82, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,27,45,0.375,"{""t_15min"": 28, ""t_30min"": 29, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,27,63,0.3,"{""t_15min"": 28, ""t_30min"": 29, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,62,46,0.5741,"{""t_15min"": 65, ""t_30min"": 68, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,71,91,0.4383,"{""t_15min"": 74, ""t_30min"": 78, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,27,45,0.375,"{""t_15min"": 28, ""t_30min"": 29, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,28,62,0.3111,"{""t_15min"": 29, ""t_30min"": 30, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,8,46,0.1481,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T17:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,47,61,0.4352,"{""t_15min"": 49, ""t_30min"": 51, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,54,108,0.3333,"{""t_15min"": 56, ""t_30min"": 59, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,20,52,0.2778,"{""t_15min"": 21, ""t_30min"": 22, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,21,69,0.2333,"{""t_15min"": 22, ""t_30min"": 23, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,6,48,0.1111,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,41,67,0.3796,"{""t_15min"": 43, ""t_30min"": 45, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,49,113,0.3025,"{""t_15min"": 51, ""t_30min"": 53, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,19,53,0.2639,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,18,72,0.2,"{""t_15min"": 18, ""t_30min"": 19, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,6,48,0.1111,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,40,68,0.3704,"{""t_15min"": 42, ""t_30min"": 44, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,48,114,0.2963,"{""t_15min"": 50, ""t_30min"": 52, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,19,53,0.2639,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,19,71,0.2111,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,6,48,0.1111,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,42,66,0.3889,"{""t_15min"": 44, ""t_30min"": 46, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,49,113,0.3025,"{""t_15min"": 51, ""t_30min"": 53, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,18,54,0.25,"{""t_15min"": 18, ""t_30min"": 19, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,19,71,0.2111,"{""t_15min"": 19, ""t_30min"": 20, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,5,49,0.0926,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T18:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,26,82,0.2407,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,31,131,0.1914,"{""t_15min"": 32, ""t_30min"": 34, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,12,60,0.1667,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,12,78,0.1333,"{""t_15min"": 12, ""t_30min"": 13, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,4,50,0.0741,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:00:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,22,86,0.2037,"{""t_15min"": 23, ""t_30min"": 24, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,26,136,0.1605,"{""t_15min"": 27, ""t_30min"": 28, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,10,62,0.1389,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,10,80,0.1111,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:15:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,21,87,0.1944,"{""t_15min"": 22, ""t_30min"": 23, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,24,138,0.1481,"{""t_15min"": 25, ""t_30min"": 26, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,10,80,0.1111,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:30:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,20,88,0.1852,"{""t_15min"": 21, ""t_30min"": 22, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,25,137,0.1543,"{""t_15min"": 26, ""t_30min"": 27, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,9,63,0.125,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,9,81,0.1,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,3,51,0.0556,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T19:45:00,2026-09-24T12:03:58.727290,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,15,93,0.1389,"{""t_15min"": 15, ""t_30min"": 16, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,17,145,0.1049,"{""t_15min"": 17, ""t_30min"": 18, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,7,65,0.0972,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,7,83,0.0778,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,13,95,0.1204,"{""t_15min"": 13, ""t_30min"": 14, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,15,147,0.0926,"{""t_15min"": 15, ""t_30min"": 16, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,6,66,0.0833,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,6,84,0.0667,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,13,95,0.1204,"{""t_15min"": 13, ""t_30min"": 14, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,15,147,0.0926,"{""t_15min"": 15, ""t_30min"": 16, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,5,85,0.0556,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,13,95,0.1204,"{""t_15min"": 13, ""t_30min"": 14, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,15,147,0.0926,"{""t_15min"": 15, ""t_30min"": 16, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,5,67,0.0694,"{""t_15min"": 5, ""t_30min"": 5, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,6,84,0.0667,"{""t_15min"": 6, ""t_30min"": 6, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,2,52,0.037,"{""t_15min"": 2, ""t_30min"": 2, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T20:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,9,99,0.0833,"{""t_15min"": 9, ""t_30min"": 9, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,11,151,0.0679,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,11,151,0.0679,"{""t_15min"": 11, ""t_30min"": 12, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:15:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,10,152,0.0617,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:30:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,8,100,0.0741,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,10,152,0.0617,"{""t_15min"": 10, ""t_30min"": 11, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,4,68,0.0556,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,4,86,0.0444,"{""t_15min"": 4, ""t_30min"": 4, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T21:45:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-academic-main,7,101,0.0648,"{""t_15min"": 7, ""t_30min"": 7, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T22:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-hostel,8,154,0.0494,"{""t_15min"": 8, ""t_30min"": 8, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T22:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-admin-visitor,3,69,0.0417,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T22:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-sports,3,87,0.0333,"{""t_15min"": 3, ""t_30min"": 3, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T22:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
vitap,vitap-lot-overflow,1,53,0.0185,"{""t_15min"": 1, ""t_30min"": 1, ""confidence"": ""SYNTHETIC""}",open,2026-09-23T22:00:00,2026-09-24T12:03:58.728407,synthetic_generator,SYNTHETIC
